Fire Incident Alarm DateTime,Fire Incident Apparatus Dispatch Time,Fire Incident Apparatus Enroute Time,Fire Incident Arrival DateTime,Fire Incident Apparatus Clear Time,Fire Incident Incident Type
03/31/2016 11:32:04,03/31/2016 11:35:22,03/31/2016 11:36:45,,03/31/2016 11:37:20,Emergency Medical cancelled en r
03/31/2016 13:16:34,03/31/2016 13:18:02,,03/31/2016 13:21:39,03/31/2016 13:24:47,Motor vehicle accident with no i
03/31/2016 13:16:34,03/31/2016 13:18:02,03/31/2016 13:18:48,03/31/2016 13:21:39,03/31/2016 13:23:42,Motor vehicle accident with no i
03/31/2016 13:16:34,03/31/2016 13:18:02,03/31/2016 13:19:04,03/31/2016 13:21:39,03/31/2016 13:25:17,Motor vehicle accident with no i
03/31/2016 13:16:34,03/31/2016 13:18:02,03/31/2016 13:18:38,03/31/2016 13:21:39,03/31/2016 13:23:46,Motor vehicle accident with no i
03/31/2016 13:57:08,03/31/2016 13:58:11,03/31/2016 13:58:56,03/31/2016 14:03:54,03/31/2016 14:16:32,"Vehicle accident, general cleanu"
03/31/2016 14:09:34,03/31/2016 14:09:45,03/31/2016 14:10:35,,03/31/2016 14:11:26,Emergency Medical cancelled en r
03/31/2016 14:19:15,03/31/2016 14:20:21,,03/31/2016 14:25:53,03/31/2016 14:22:50,"Medical assist, assist EMS crew"
03/31/2016 14:19:15,03/31/2016 14:22:47,03/31/2016 14:22:55,03/31/2016 14:25:53,03/31/2016 14:30:04,"Medical assist, assist EMS crew"
03/31/2016 14:58:06,03/31/2016 14:58:53,03/31/2016 14:59:49,03/31/2016 15:02:52,03/31/2016 15:05:05,"Smoke detector activation, no fi"
03/31/2016 14:58:06,03/31/2016 14:58:53,03/31/2016 14:59:59,03/31/2016 15:02:52,03/31/2016 15:04:55,"Smoke detector activation, no fi"
03/31/2016 14:58:06,03/31/2016 14:58:53,03/31/2016 14:59:51,03/31/2016 15:02:52,03/31/2016 15:12:51,"Smoke detector activation, no fi"
03/31/2016 14:58:06,03/31/2016 14:58:53,03/31/2016 14:59:52,03/31/2016 15:02:52,03/31/2016 15:04:58,"Smoke detector activation, no fi"
03/31/2016 14:58:06,03/31/2016 14:58:53,03/31/2016 15:00:25,03/31/2016 15:02:52,03/31/2016 15:05:01,"Smoke detector activation, no fi"
03/31/2016 14:58:06,03/31/2016 14:58:53,03/31/2016 14:59:48,03/31/2016 15:02:52,03/31/2016 15:04:57,"Smoke detector activation, no fi"
03/31/2016 15:03:45,03/31/2016 15:05:43,03/31/2016 15:09:34,03/31/2016 15:07:01,03/31/2016 15:16:26,Motor vehicle accident with inju
03/31/2016 15:03:45,03/31/2016 15:05:43,03/31/2016 15:06:11,03/31/2016 15:07:01,03/31/2016 15:11:57,Motor vehicle accident with inju
03/31/2016 15:03:45,03/31/2016 15:05:43,03/31/2016 15:05:57,03/31/2016 15:07:01,03/31/2016 15:16:49,Motor vehicle accident with inju
03/31/2016 15:03:45,03/31/2016 15:05:43,03/31/2016 15:06:07,03/31/2016 15:07:01,03/31/2016 15:12:54,Motor vehicle accident with inju
03/31/2016 15:36:07,03/31/2016 15:38:00,03/31/2016 15:39:02,03/31/2016 15:43:42,03/31/2016 16:14:03,"Vehicle accident, general cleanu"
03/31/2016 15:51:30,03/31/2016 15:52:38,03/31/2016 15:53:36,03/31/2016 15:53:38,03/31/2016 16:04:17,"Medical assist, assist EMS crew"
03/31/2016 15:55:13,03/31/2016 15:56:20,03/31/2016 15:57:16,,03/31/2016 15:59:24,Emergency Medical cancelled en r
03/31/2016 16:04:08,03/31/2016 16:05:24,03/31/2016 16:06:11,03/31/2016 16:10:17,03/31/2016 16:16:08,No incident found on arrival at
03/31/2016 16:07:38,03/31/2016 16:08:14,03/31/2016 16:08:57,03/31/2016 16:11:56,03/31/2016 16:28:48,"EMS call, excluding vehicle acci"
03/31/2016 16:51:51,03/31/2016 16:54:00,03/31/2016 16:54:39,03/31/2016 16:59:39,03/31/2016 17:05:42,"Medical assist, assist EMS crew"
03/31/2016 17:49:26,03/31/2016 17:51:04,03/31/2016 17:52:07,03/31/2016 17:54:09,03/31/2016 18:04:01,"EMS call, excluding vehicle acci"
03/31/2016 18:38:53,03/31/2016 18:39:49,03/31/2016 18:40:30,03/31/2016 18:44:04,03/31/2016 19:03:05,"Medical assist, assist EMS crew"
03/31/2016 19:38:17,03/31/2016 19:39:31,03/31/2016 19:40:38,03/31/2016 19:42:00,03/31/2016 19:41:06,"Alarm system activation, no fire"
03/31/2016 19:38:17,03/31/2016 19:39:31,03/31/2016 19:40:04,03/31/2016 19:42:00,03/31/2016 19:41:08,"Alarm system activation, no fire"
03/31/2016 19:38:17,03/31/2016 19:39:31,03/31/2016 19:40:30,03/31/2016 19:42:00,03/31/2016 19:45:08,"Alarm system activation, no fire"
03/31/2016 19:38:17,03/31/2016 19:39:31,03/31/2016 19:40:26,03/31/2016 19:42:00,03/31/2016 19:40:55,"Alarm system activation, no fire"
03/31/2016 19:38:17,03/31/2016 19:39:31,03/31/2016 19:40:30,03/31/2016 19:42:00,03/31/2016 19:40:56,"Alarm system activation, no fire"
03/31/2016 19:38:17,03/31/2016 19:39:31,03/31/2016 19:40:34,03/31/2016 19:42:00,03/31/2016 19:40:53,"Alarm system activation, no fire"
03/31/2016 19:49:19,03/31/2016 19:50:20,03/31/2016 19:51:11,03/31/2016 19:51:49,03/31/2016 19:58:35,"EMS call, excluding vehicle acci"
03/31/2016 20:01:34,03/31/2016 20:05:28,03/31/2016 20:06:23,,03/31/2016 20:08:43,Emergency Medical cancelled en r
03/31/2016 20:19:59,03/31/2016 20:20:54,03/31/2016 20:21:39,03/31/2016 20:22:39,03/31/2016 20:35:00,"EMS call, excluding vehicle acci"
03/31/2016 20:30:11,03/31/2016 20:31:04,03/31/2016 20:32:13,03/31/2016 20:33:28,03/31/2016 21:05:12,"Outside rubbish, trash or waste"
03/31/2016 20:30:42,03/31/2016 20:31:58,03/31/2016 20:33:07,,03/31/2016 20:36:04,Dispatched & canceled en route
03/31/2016 20:30:42,03/31/2016 20:31:58,03/31/2016 20:32:59,,03/31/2016 20:35:47,Dispatched & canceled en route
03/31/2016 20:30:42,03/31/2016 20:31:58,03/31/2016 20:32:58,,03/31/2016 20:35:45,Dispatched & canceled en route
03/31/2016 20:30:42,03/31/2016 20:31:58,03/31/2016 20:32:29,,03/31/2016 20:35:50,Dispatched & canceled en route
03/31/2016 20:30:42,03/31/2016 20:31:58,03/31/2016 20:32:31,,03/31/2016 20:35:49,Dispatched & canceled en route
03/31/2016 21:56:06,03/31/2016 21:59:30,03/31/2016 22:00:25,03/31/2016 22:02:04,03/31/2016 22:02:51,EMS Cancelled on Arrival
03/31/2016 22:39:53,03/31/2016 22:40:45,03/31/2016 22:41:49,03/31/2016 22:44:14,03/31/2016 22:44:46,EMS Cancelled on Arrival
03/31/2016 22:51:08,03/31/2016 22:52:05,03/31/2016 22:52:53,03/31/2016 22:56:24,03/31/2016 23:00:48,"Medical assist, assist EMS crew"
03/31/2016 22:54:52,03/31/2016 22:58:14,03/31/2016 22:59:21,03/31/2016 23:01:25,03/31/2016 23:12:45,"Medical assist, assist EMS crew"
03/31/2016 23:25:17,03/31/2016 23:25:43,03/31/2016 23:26:49,03/31/2016 23:29:33,03/31/2016 23:41:02,"Medical assist, assist EMS crew"
04/01/2016 05:03:15,04/01/2016 05:04:02,04/01/2016 05:05:44,04/01/2016 05:09:31,04/01/2016 05:18:45,Smoke detector activation due to
04/01/2016 05:03:15,04/01/2016 05:04:02,04/01/2016 05:05:15,04/01/2016 05:09:31,04/01/2016 05:18:15,Smoke detector activation due to
04/01/2016 05:03:15,04/01/2016 05:04:02,04/01/2016 05:06:02,04/01/2016 05:09:31,04/01/2016 05:18:13,Smoke detector activation due to
04/01/2016 05:03:15,04/01/2016 05:04:02,04/01/2016 05:05:22,04/01/2016 05:09:31,04/01/2016 05:18:21,Smoke detector activation due to
04/01/2016 05:03:15,04/01/2016 05:04:02,04/01/2016 05:05:30,04/01/2016 05:09:31,04/01/2016 06:01:56,Smoke detector activation due to
04/01/2016 05:03:15,04/01/2016 05:04:02,04/01/2016 05:05:25,04/01/2016 05:09:31,04/01/2016 05:18:18,Smoke detector activation due to
04/01/2016 07:49:38,04/01/2016 07:50:18,04/01/2016 07:50:46,,04/01/2016 07:52:35,Emergency Medical cancelled en r
04/01/2016 08:25:28,04/01/2016 08:28:11,04/01/2016 08:28:53,,04/01/2016 08:31:37,Emergency Medical cancelled en r
04/01/2016 08:47:23,04/01/2016 08:48:49,04/01/2016 08:49:27,04/01/2016 08:51:56,04/01/2016 09:02:09,"EMS call, excluding vehicle acci"
04/01/2016 08:48:45,04/01/2016 08:49:32,04/01/2016 08:50:15,04/01/2016 08:52:27,04/01/2016 09:36:59,"EMS call, excluding vehicle acci"
04/01/2016 09:12:47,04/01/2016 09:15:20,04/01/2016 09:16:11,,04/01/2016 09:31:16,"EMS call, excluding vehicle acci"
04/01/2016 09:19:02,04/01/2016 09:19:51,04/01/2016 09:20:30,04/01/2016 09:25:25,04/01/2016 09:25:50,EMS Cancelled on Arrival
04/01/2016 12:52:44,04/01/2016 12:53:50,04/01/2016 12:54:52,04/01/2016 12:56:27,04/01/2016 13:02:58,"EMS call, excluding vehicle acci"
04/01/2016 13:01:09,04/01/2016 13:01:44,04/01/2016 13:02:49,04/01/2016 13:04:33,04/01/2016 13:11:40,"Alarm system activation, no fire"
04/01/2016 13:01:09,04/01/2016 13:01:44,04/01/2016 13:02:41,04/01/2016 13:04:33,04/01/2016 13:11:37,"Alarm system activation, no fire"
04/01/2016 13:01:09,04/01/2016 13:01:44,04/01/2016 13:02:32,04/01/2016 13:04:33,04/01/2016 13:11:37,"Alarm system activation, no fire"
04/01/2016 13:01:09,04/01/2016 13:01:44,04/01/2016 13:02:50,04/01/2016 13:04:33,04/01/2016 13:11:39,"Alarm system activation, no fire"
04/01/2016 13:01:09,04/01/2016 13:01:44,04/01/2016 13:02:57,04/01/2016 13:04:33,04/01/2016 13:15:15,"Alarm system activation, no fire"
04/01/2016 13:01:09,04/01/2016 13:01:44,04/01/2016 13:03:31,04/01/2016 13:04:33,04/01/2016 13:06:46,"Alarm system activation, no fire"
04/01/2016 13:01:09,04/01/2016 13:06:46,04/01/2016 13:06:56,04/01/2016 13:04:33,04/01/2016 13:11:37,"Alarm system activation, no fire"
04/01/2016 13:03:37,04/01/2016 13:06:46,04/01/2016 13:07:38,04/01/2016 13:07:40,04/01/2016 13:18:08,"Medical assist, assist EMS crew"
04/01/2016 13:03:37,04/01/2016 13:04:36,04/01/2016 13:05:01,04/01/2016 13:07:40,04/01/2016 13:06:46,"Medical assist, assist EMS crew"
04/01/2016 13:15:43,04/01/2016 13:16:03,04/01/2016 13:16:53,04/01/2016 13:20:47,04/01/2016 14:06:01,"EMS call, excluding vehicle acci"
04/01/2016 15:15:52,04/01/2016 15:17:24,04/01/2016 15:18:16,,04/01/2016 15:21:46,Emergency Medical cancelled en r
04/01/2016 15:15:52,04/01/2016 15:17:24,04/01/2016 15:18:23,,04/01/2016 15:22:13,Emergency Medical cancelled en r
04/01/2016 15:15:52,04/01/2016 15:17:24,04/01/2016 15:18:23,,04/01/2016 15:21:54,Emergency Medical cancelled en r
04/01/2016 15:15:52,04/01/2016 15:17:24,04/01/2016 15:18:02,,04/01/2016 15:21:45,Emergency Medical cancelled en r
04/01/2016 15:17:30,04/01/2016 15:22:02,04/01/2016 15:22:09,04/01/2016 15:22:31,04/01/2016 15:50:12,Brush or brush-and-grass mixture
04/01/2016 15:17:30,04/01/2016 15:20:23,,04/01/2016 15:22:31,04/01/2016 15:22:07,Brush or brush-and-grass mixture
04/01/2016 15:17:30,04/01/2016 15:21:10,04/01/2016 15:30:41,04/01/2016 15:22:31,04/01/2016 15:30:45,Brush or brush-and-grass mixture
04/01/2016 15:17:30,04/01/2016 15:20:23,04/01/2016 15:21:20,04/01/2016 15:22:31,04/01/2016 16:00:38,Brush or brush-and-grass mixture
04/01/2016 15:17:30,04/01/2016 15:20:23,04/01/2016 15:21:13,04/01/2016 15:22:31,04/01/2016 15:30:36,Brush or brush-and-grass mixture
04/01/2016 15:59:18,04/01/2016 16:00:52,,04/01/2016 16:05:27,04/01/2016 16:01:51,"Medical assist, assist EMS crew"
04/01/2016 15:59:18,04/01/2016 16:01:52,04/01/2016 16:03:09,04/01/2016 16:05:27,04/01/2016 16:13:02,"Medical assist, assist EMS crew"
04/01/2016 16:41:15,04/01/2016 16:42:24,04/01/2016 16:43:06,04/01/2016 16:45:37,04/01/2016 16:53:37,"EMS call, excluding vehicle acci"
04/01/2016 17:11:51,04/01/2016 17:12:30,04/01/2016 17:13:36,04/01/2016 17:15:57,04/01/2016 17:18:15,Motor vehicle accident with no i
04/01/2016 17:11:51,04/01/2016 17:12:30,04/01/2016 17:13:30,04/01/2016 17:15:57,04/01/2016 17:28:59,Motor vehicle accident with no i
04/01/2016 17:11:51,04/01/2016 17:12:30,04/01/2016 17:13:21,04/01/2016 17:15:57,04/01/2016 17:18:18,Motor vehicle accident with no i
04/01/2016 17:11:51,04/01/2016 17:12:30,04/01/2016 17:13:44,04/01/2016 17:15:57,04/01/2016 17:33:39,Motor vehicle accident with no i
04/01/2016 18:07:52,04/01/2016 18:09:21,04/01/2016 18:10:05,04/01/2016 18:15:30,04/01/2016 18:19:05,"EMS call, excluding vehicle acci"
04/01/2016 18:21:02,04/01/2016 18:21:48,04/01/2016 18:23:02,04/01/2016 18:25:06,04/01/2016 18:26:54,Motor vehicle accident with no i
04/01/2016 18:21:02,04/01/2016 18:21:48,04/01/2016 18:24:51,04/01/2016 18:25:06,04/01/2016 18:27:05,Motor vehicle accident with no i
04/01/2016 18:21:02,04/01/2016 18:21:48,04/01/2016 18:22:51,04/01/2016 18:25:06,04/01/2016 18:37:50,Motor vehicle accident with no i
04/01/2016 18:21:02,04/01/2016 18:21:48,04/01/2016 18:22:53,04/01/2016 18:25:06,04/01/2016 18:27:05,Motor vehicle accident with no i
04/01/2016 18:42:11,04/01/2016 18:43:17,04/01/2016 18:44:10,04/01/2016 18:47:24,04/01/2016 18:57:31,"EMS call, excluding vehicle acci"
04/01/2016 18:43:23,04/01/2016 18:44:07,04/01/2016 18:44:53,04/01/2016 18:46:59,04/01/2016 18:48:59,"EMS call, excluding vehicle acci"
04/01/2016 18:44:16,04/01/2016 18:45:11,04/01/2016 18:46:18,04/01/2016 18:46:53,04/01/2016 19:05:34,"Local alarm system, malicious fa"
04/01/2016 18:44:16,04/01/2016 18:45:11,04/01/2016 18:46:42,04/01/2016 18:46:53,04/01/2016 18:59:41,"Local alarm system, malicious fa"
04/01/2016 18:44:16,04/01/2016 18:45:11,04/01/2016 18:46:10,04/01/2016 18:46:53,04/01/2016 18:59:35,"Local alarm system, malicious fa"
04/01/2016 18:44:16,04/01/2016 18:45:11,04/01/2016 18:45:59,04/01/2016 18:46:53,04/01/2016 18:59:30,"Local alarm system, malicious fa"
04/01/2016 18:44:16,04/01/2016 18:45:11,04/01/2016 18:45:41,04/01/2016 18:46:53,04/01/2016 19:04:05,"Local alarm system, malicious fa"
04/01/2016 18:44:16,04/01/2016 18:45:11,04/01/2016 18:46:14,04/01/2016 18:46:53,04/01/2016 19:01:13,"Local alarm system, malicious fa"
04/01/2016 19:47:55,04/01/2016 19:48:51,04/01/2016 19:49:41,04/01/2016 19:52:03,04/01/2016 20:00:43,"Medical assist, assist EMS crew"
04/01/2016 20:53:12,04/01/2016 20:53:18,04/01/2016 20:54:02,04/01/2016 21:07:10,04/01/2016 21:09:41,Police matter
04/01/2016 22:27:28,04/01/2016 22:31:26,04/01/2016 22:32:07,,04/01/2016 22:36:41,Emergency Medical cancelled en r
04/02/2016 01:14:09,04/02/2016 01:14:58,04/02/2016 01:15:42,04/02/2016 01:18:33,04/02/2016 01:27:25,"EMS call, excluding vehicle acci"
04/02/2016 02:11:33,04/02/2016 02:14:17,04/02/2016 02:15:33,04/02/2016 02:18:30,04/02/2016 02:30:29,"EMS call, excluding vehicle acci"
04/02/2016 02:32:59,04/02/2016 02:34:08,04/02/2016 02:38:58,04/02/2016 02:38:25,04/02/2016 02:42:44,"Alarm system activation, no fire"
04/02/2016 02:32:59,04/02/2016 02:34:08,04/02/2016 02:35:57,04/02/2016 02:38:25,04/02/2016 02:42:53,"Alarm system activation, no fire"
04/02/2016 02:32:59,04/02/2016 02:34:08,04/02/2016 02:35:36,04/02/2016 02:38:25,04/02/2016 02:42:43,"Alarm system activation, no fire"
04/02/2016 02:32:59,04/02/2016 02:34:08,04/02/2016 02:35:19,04/02/2016 02:38:25,04/02/2016 02:42:41,"Alarm system activation, no fire"
04/02/2016 02:32:59,04/02/2016 02:34:08,04/02/2016 02:35:40,04/02/2016 02:38:25,04/02/2016 02:57:24,"Alarm system activation, no fire"
04/02/2016 02:32:59,04/02/2016 02:34:08,04/02/2016 02:35:34,04/02/2016 02:38:25,04/02/2016 02:44:28,"Alarm system activation, no fire"
04/02/2016 07:36:07,04/02/2016 07:36:59,04/02/2016 07:38:02,04/02/2016 07:40:17,04/02/2016 07:58:08,"EMS call, excluding vehicle acci"
04/02/2016 07:57:36,04/02/2016 07:59:05,04/02/2016 08:00:03,04/02/2016 08:04:55,04/02/2016 08:13:51,"EMS call, excluding vehicle acci"
04/02/2016 08:20:48,04/02/2016 08:22:15,04/02/2016 08:22:47,04/02/2016 08:27:06,04/02/2016 09:19:33,Assist invalid
04/02/2016 08:42:47,04/02/2016 08:43:56,04/02/2016 08:44:23,04/02/2016 08:48:53,04/02/2016 08:51:06,EMS Cancelled on Arrival
04/02/2016 09:09:03,04/02/2016 09:09:56,04/02/2016 09:10:52,04/02/2016 09:13:31,04/02/2016 09:29:31,"EMS call, excluding vehicle acci"
04/02/2016 09:57:17,04/02/2016 09:58:19,04/02/2016 09:58:52,04/02/2016 10:03:17,04/02/2016 10:10:42,"Medical assist, assist EMS crew"
04/02/2016 10:13:33,04/02/2016 10:15:07,04/02/2016 10:15:33,04/02/2016 10:19:34,04/02/2016 10:32:38,"Medical assist, assist EMS crew"
04/02/2016 10:13:41,04/02/2016 10:15:24,04/02/2016 10:15:59,04/02/2016 10:19:40,04/02/2016 11:08:40,"EMS call, excluding vehicle acci"
04/02/2016 11:03:28,04/02/2016 11:04:32,04/02/2016 11:05:03,04/02/2016 11:09:10,04/02/2016 11:19:59,"Vehicle accident, general cleanu"
04/02/2016 11:48:46,04/02/2016 11:49:37,04/02/2016 11:50:30,04/02/2016 11:50:57,04/02/2016 12:15:49,Smoke detector activation due to
04/02/2016 11:48:46,04/02/2016 11:49:37,04/02/2016 11:50:42,04/02/2016 11:50:57,04/02/2016 12:09:03,Smoke detector activation due to
04/02/2016 11:48:46,04/02/2016 11:49:37,04/02/2016 11:50:57,04/02/2016 11:50:57,04/02/2016 12:09:35,Smoke detector activation due to
04/02/2016 11:48:46,04/02/2016 11:49:37,04/02/2016 11:51:02,04/02/2016 11:50:57,04/02/2016 12:04:39,Smoke detector activation due to
04/02/2016 11:48:46,04/02/2016 11:49:37,04/02/2016 11:50:46,04/02/2016 11:50:57,04/02/2016 12:15:35,Smoke detector activation due to
04/02/2016 11:48:46,04/02/2016 11:49:37,04/02/2016 11:50:12,04/02/2016 11:50:57,04/02/2016 12:04:34,Smoke detector activation due to
04/02/2016 12:30:47,04/02/2016 12:31:16,04/02/2016 12:31:20,04/02/2016 12:31:27,04/02/2016 12:34:05,"Outside rubbish, trash or waste"
04/02/2016 12:30:47,04/02/2016 12:31:16,04/02/2016 12:31:20,04/02/2016 12:31:27,04/02/2016 12:34:05,"Outside rubbish, trash or waste"
04/02/2016 12:46:53,04/02/2016 12:51:13,04/02/2016 12:51:37,04/02/2016 12:54:05,04/02/2016 12:54:09,EMS Cancelled on Arrival
04/02/2016 13:28:19,04/02/2016 13:28:40,04/02/2016 13:28:54,,04/02/2016 13:29:34,Emergency Medical cancelled en r
04/02/2016 13:32:33,04/02/2016 13:33:28,04/02/2016 13:35:03,04/02/2016 13:37:21,04/02/2016 14:46:37,Building fire
04/02/2016 13:32:33,04/02/2016 13:33:28,04/02/2016 13:34:31,04/02/2016 13:37:21,04/02/2016 14:16:09,Building fire
04/02/2016 13:32:33,04/02/2016 13:33:28,04/02/2016 13:34:09,04/02/2016 13:37:21,04/02/2016 14:18:48,Building fire
04/02/2016 13:32:33,04/02/2016 13:33:28,04/02/2016 13:34:36,04/02/2016 13:37:21,04/02/2016 13:47:15,Building fire
04/02/2016 13:32:33,04/02/2016 13:33:28,04/02/2016 13:34:53,04/02/2016 13:37:21,04/02/2016 13:47:41,Building fire
04/02/2016 13:32:33,04/02/2016 13:33:28,04/02/2016 13:34:29,04/02/2016 13:37:21,04/02/2016 14:45:23,Building fire
04/02/2016 15:43:01,04/02/2016 15:45:22,04/02/2016 15:46:06,04/02/2016 15:49:00,04/02/2016 15:52:11,"EMS call, excluding vehicle acci"
04/02/2016 15:56:59,04/02/2016 15:58:00,04/02/2016 15:58:46,04/02/2016 16:02:48,04/02/2016 16:20:42,"EMS call, excluding vehicle acci"
04/02/2016 16:34:43,04/02/2016 16:35:42,04/02/2016 16:36:26,04/02/2016 16:38:24,04/02/2016 16:40:37,Motor vehicle accident with inju
04/02/2016 16:34:43,04/02/2016 16:35:42,04/02/2016 16:37:25,04/02/2016 16:38:24,04/02/2016 16:39:05,Motor vehicle accident with inju
04/02/2016 16:34:43,04/02/2016 16:35:42,04/02/2016 16:36:42,04/02/2016 16:38:24,04/02/2016 16:39:05,Motor vehicle accident with inju
04/02/2016 16:34:43,04/02/2016 16:35:42,04/02/2016 16:36:30,04/02/2016 16:38:24,04/02/2016 16:41:45,Motor vehicle accident with inju
04/02/2016 16:46:26,04/02/2016 16:48:00,04/02/2016 16:48:45,04/02/2016 16:51:07,04/02/2016 17:00:37,"EMS call, excluding vehicle acci"
04/02/2016 17:01:23,04/02/2016 17:02:03,04/02/2016 17:02:50,04/02/2016 17:06:23,04/02/2016 17:12:48,Motor vehicle accident with no i
04/02/2016 17:01:23,04/02/2016 17:02:03,04/02/2016 17:03:16,04/02/2016 17:06:23,04/02/2016 17:07:37,Motor vehicle accident with no i
04/02/2016 17:01:23,04/02/2016 17:02:03,04/02/2016 17:02:55,04/02/2016 17:06:23,04/02/2016 17:07:49,Motor vehicle accident with no i
04/02/2016 17:01:23,04/02/2016 17:02:03,04/02/2016 17:03:00,04/02/2016 17:06:23,04/02/2016 17:50:26,Motor vehicle accident with no i
04/02/2016 18:04:52,04/02/2016 18:05:41,04/02/2016 18:06:38,04/02/2016 18:09:01,04/02/2016 19:02:21,"Vehicle accident, general cleanu"
04/02/2016 18:09:42,04/02/2016 18:10:08,04/02/2016 18:10:14,04/02/2016 18:15:01,04/02/2016 18:21:38,Citizen complaint
04/02/2016 19:41:44,04/02/2016 19:43:26,04/02/2016 19:44:35,04/02/2016 19:48:20,04/02/2016 19:52:58,"Medical assist, assist EMS crew"
04/02/2016 20:35:07,04/02/2016 20:35:58,04/02/2016 20:38:15,04/02/2016 20:39:32,04/02/2016 20:57:15,"EMS call, excluding vehicle acci"
04/02/2016 22:30:12,04/02/2016 22:32:31,04/02/2016 22:33:32,04/02/2016 22:37:33,04/02/2016 22:52:48,"Medical assist, assist EMS crew"
04/02/2016 22:58:27,04/02/2016 22:59:17,04/02/2016 23:00:27,04/02/2016 23:03:03,04/02/2016 23:20:29,"EMS call, excluding vehicle acci"
04/02/2016 23:08:40,04/02/2016 23:11:24,04/02/2016 23:12:06,04/02/2016 23:14:24,04/02/2016 23:21:39,"EMS call, excluding vehicle acci"
04/02/2016 23:09:24,04/02/2016 23:11:48,04/02/2016 23:12:45,04/02/2016 23:19:28,04/02/2016 23:38:15,"EMS call, excluding vehicle acci"
04/02/2016 23:56:16,04/02/2016 23:57:46,04/02/2016 23:58:40,04/03/2016 00:02:17,04/03/2016 00:15:36,"Medical assist, assist EMS crew"
04/03/2016 00:14:25,04/03/2016 00:16:53,04/03/2016 00:17:40,,04/03/2016 00:28:14,Emergency Medical cancelled en r
04/03/2016 00:50:31,04/03/2016 00:50:54,04/03/2016 00:52:55,04/03/2016 00:56:43,04/03/2016 01:04:40,Alarm system sounded due to malf
04/03/2016 00:50:31,04/03/2016 00:50:54,04/03/2016 00:52:20,04/03/2016 00:56:43,04/03/2016 01:01:30,Alarm system sounded due to malf
04/03/2016 00:50:31,04/03/2016 00:50:54,04/03/2016 00:52:34,04/03/2016 00:56:43,04/03/2016 01:01:25,Alarm system sounded due to malf
04/03/2016 00:50:31,04/03/2016 00:50:54,04/03/2016 00:52:12,04/03/2016 00:56:43,04/03/2016 01:01:26,Alarm system sounded due to malf
04/03/2016 00:50:31,04/03/2016 00:50:54,04/03/2016 00:53:08,04/03/2016 00:56:43,04/03/2016 01:07:36,Alarm system sounded due to malf
04/03/2016 00:50:31,04/03/2016 00:50:54,04/03/2016 00:51:50,04/03/2016 00:56:43,04/03/2016 01:01:22,Alarm system sounded due to malf
04/03/2016 01:26:59,04/03/2016 01:28:00,04/03/2016 01:28:56,04/03/2016 01:31:21,04/03/2016 01:38:33,Smoke detector activation due to
04/03/2016 01:26:59,04/03/2016 01:28:00,04/03/2016 01:29:23,04/03/2016 01:31:21,04/03/2016 01:36:51,Smoke detector activation due to
04/03/2016 01:26:59,04/03/2016 01:28:00,04/03/2016 01:29:03,04/03/2016 01:31:21,04/03/2016 01:36:51,Smoke detector activation due to
04/03/2016 01:26:59,04/03/2016 01:28:00,04/03/2016 01:29:24,04/03/2016 01:31:21,04/03/2016 01:36:46,Smoke detector activation due to
04/03/2016 01:26:59,04/03/2016 01:28:00,04/03/2016 01:28:56,04/03/2016 01:31:21,04/03/2016 01:36:44,Smoke detector activation due to
04/03/2016 01:26:59,04/03/2016 01:28:00,04/03/2016 01:28:42,04/03/2016 01:31:21,04/03/2016 01:59:27,Smoke detector activation due to
04/03/2016 02:04:24,04/03/2016 02:05:35,04/03/2016 02:06:29,04/03/2016 02:10:07,04/03/2016 02:11:24,Welfare Check
04/03/2016 03:51:38,04/03/2016 03:52:17,04/03/2016 03:54:14,04/03/2016 03:56:04,04/03/2016 04:02:36,Smoke or odor removal
04/03/2016 03:51:38,04/03/2016 03:52:17,04/03/2016 03:53:58,04/03/2016 03:56:04,04/03/2016 04:02:23,Smoke or odor removal
04/03/2016 03:51:38,04/03/2016 03:52:17,04/03/2016 03:53:46,04/03/2016 03:56:04,04/03/2016 04:02:23,Smoke or odor removal
04/03/2016 03:51:38,04/03/2016 03:52:17,04/03/2016 03:53:39,04/03/2016 03:56:04,04/03/2016 04:02:28,Smoke or odor removal
04/03/2016 03:51:38,04/03/2016 03:52:17,04/03/2016 03:54:55,04/03/2016 03:56:04,04/03/2016 04:09:53,Smoke or odor removal
04/03/2016 03:51:38,04/03/2016 03:52:17,04/03/2016 03:53:26,04/03/2016 03:56:04,04/03/2016 04:11:20,Smoke or odor removal
04/03/2016 07:27:50,04/03/2016 07:29:36,04/03/2016 07:30:33,04/03/2016 07:31:54,04/03/2016 07:41:21,"EMS call, excluding vehicle acci"
04/03/2016 07:45:25,04/03/2016 07:45:52,04/03/2016 07:46:28,04/03/2016 07:52:04,04/03/2016 08:09:55,"Medical assist, assist EMS crew"
04/03/2016 07:50:23,04/03/2016 07:51:27,04/03/2016 07:52:09,04/03/2016 07:55:08,04/03/2016 08:07:01,"EMS call, excluding vehicle acci"
04/03/2016 07:56:55,04/03/2016 08:00:15,04/03/2016 08:00:53,,04/03/2016 08:06:07,Emergency Medical cancelled en r
04/03/2016 08:44:16,04/03/2016 08:46:13,04/03/2016 08:46:51,04/03/2016 08:50:21,04/03/2016 09:03:18,Passenger vehicle fire
